DATAHORA,NUM_OCORRENCIA,COD_TIPO_OCORRENCIA,DESC_TIPO_OCORRENCIA,COD_SUBTIPO_OCORRENCIA,DESC_SUBTIPO_OCORRENCIA,BAIRRO,MUNICIPIO,ENDERECO,REFERENCIA,AREA,Y,X,LATITUDE,LONGITUDE,Ano,Mes,Dia,date,Hora_Completa,Periodo,lat,lng
20210108154719ES,M11839431,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,IBURA DE BAIXO,RECIFE,R  RIO NOVO DO SUL 180,RUA DE ROSE FESTA / PROX AO CANAL ,19BPM,910294609,28600680,-811072620875.153,-349420375285245,2021,01,08,08-01-2021,3:47:00 PM,Tarde,-8.11072620875153,-34.9420375285245
20210108154837ES,M11839432,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP8,USO,,,,,24BPM,912197398,12790021,-792955467370.416,-363741316477206,2021,01,08,08-01-2021,3:48:00 PM,Tarde,-7.92955467370416,-36.3741316477206
20210109094257ES,M11841327,ESCOLTA,ESCOLTA,ESCOLTA1,DE PRESO,,,,,7CIP,903809077,-26050202,-86395800670.854,-398962734462567,2021,01,09,09-01-2021,9:42:00 AM,Manhã,-8.86395800670854,-39.8962734462567
20210109094959ES,M11841338,TENTATIV,TENTATIVA DE HOMICIDIO,default,,,,,,6CIPM,911823857,22253496,-796938122535.191,-35516869655155,2021,01,09,09-01-2021,9:49:00 AM,Manhã,-7.96938122535191,-35.5516869655155
20210109103012ES,M11841383,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,NOSSA SRA DO O,PAULISTA,R  CHINA 7,ZE DA POTI /PADARIA KARLA /PROX DEPOSITO DE NEGO/BECO,17BPM,912632104,29818151,-789990791662.875,-348306450671833,2021,01,09,09-01-2021,10:30:00 AM,Manhã,-7.89990791662875,-34.8306450671833
20210109184653ES,M11842206,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,CRUZ DE REBOUCAS,IGARASSU,R  OURICURI 88,CEMITÃ‰RIO // BARRACA DE NEIDE,26BPM,913096626,28936973,-785755514635.973,-349103522097275,2021,01,09,09-01-2021,6:46:00 PM,Noite,-7.85755514635973,-34.9103522097275
20210110120331ES,M11845066,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,10,10-01-2021,12:03:00 PM,Tarde,-8.50021884520259,-37.2368407276293
20210111015606ES,M11847772,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,JATOBA,OLINDA,R  CAVIUNA 257,RESIDENCIA DE NÂº 11/ LAVA JATO,1BPM,911649721,29634314,-798864998043.426,-348477117285677,2021,01,11,11-01-2021,1:56:00 AM,Madrugada,-7.98864998043426,-34.8477117285677
20210111173532ES,M11848489,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP8,USO,CAJUEIRO SECO,JABOATÃƒO DOS GUARARAPES,R DO COLEGIO PR 275,MERCADO ATACAREJO_FRENTE A CASA VERDE_,6BPM,909717305,28772571,-81629903495.376,-349266934432267,2021,01,11,11-01-2021,5:35:00 PM,Tarde,-8.81629903495376,-34.9266934432267
20210112225129ES,M11850294,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,TIMBO,ABREU E LIMA,R DAS NINFAS 249,"DELEGACIA , --------------",17BPM,912469276,28999534,-791429672602.825,-349049398132095,2021,01,12,12-01-2021,10:51:00 PM,Noite,-7.91429672602825,-34.9049398132095
20210113081857ES,M11850638,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,FORTE ORANGE,ITAMARACÃ,R  FORTE ORANGE 91,MERCADINHO DE RONALDO / POSTO DE SAUDE ,26BPM,913630589,29688593,-78095844787.237,-348419948895153,2021,01,13,13-01-2021,8:18:00 AM,Manhã,-7.78095844787237,-34.8419948895153
20210113082645ES,M11850644,AMEACA,AMEACA,AMEACA1,VERBAL,VASCO DA GAMA,RECIFE,R VER OTACILIO AZEVEDO 1060,PROX AO BAR DA PISCINA/ ESCOLA BARRETÃƒO ,11BPM,911467488,28889477,-800481721933.551,-349153398626389,2021,01,13,13-01-2021,8:26:00 AM,Manhã,-8.00481721933551,-34.9153398626389
20210113094416ES,M11850681,INVASAO,INVASAO ,MARIADAPENHA,MARIA DA PENHA,JANGA,PAULISTA,R DR LUIS IGNACIO DE ANDRADE LIMA 426,TERMINAL DE ONIBUS CONJ BEIRA MAR B 12*BLOCO B 12,17BPM,912429344,29851330,-791825247123.709,-348277172605594,2021,01,13,13-01-2021,9:44:00 AM,Manhã,-7.91825247123709,-34.8277172605594
20210113150306ES,M11850926,AMEACA,AMEACA,AMEACA1,VERBAL,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,13,13-01-2021,3:03:00 PM,Tarde,-7.94216611278255,-38.2197434607745
20210113150335ES,M11850927,RECEPTAC,RECEPTACAO,default,,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,13,13-01-2021,3:03:00 PM,Tarde,-9.32487779559662,-40.5196421179546
20210113205908ES,M11851423,AGRESSAO,AGRESSAO,AGR1E,FISICA SEM LESAO CORPORAL,,,,,9CIP,914780319,-32624034,-764450276670.007,-404706865367968,2021,01,13,13-01-2021,8:59:00 PM,Noite,-7.64450276670007,-40.4706865367968
20210113211100ES,M11851443,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,VARZEA,RECIFE,R  ELPIDIO BRANCO 102,DEFRONTE BAR DA FOÃ‡A,12BPM,911074578,28512785,-804017722876.478,-349496726892074,2021,01,13,13-01-2021,9:11:00 PM,Noite,-8.04017722876478,-34.9496726892074
20210114111228ES,M11852131,MORTE,MORTE A ESCLARECER,default,,,,,,10CIP,904090723,25880402,-867022542891.995,-351919352274429,2021,01,14,14-01-2021,11:12:00 AM,Manhã,-8.67022542891995,-35.1919352274429
20210114114720ES,M11852159,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP5,OUTROS,,,,,24BPM,912197398,12790021,-792955467370.416,-363741316477206,2021,01,14,14-01-2021,11:47:00 AM,Manhã,-7.92955467370416,-36.3741316477206
20210114180624ES,M11852541,VIAS_DE,VIAS DE FATO,MARIADAPENHA,MARIA DA PENHA,,,,,6CIPM,911823857,22253496,-796938122535.191,-35516869655155,2021,01,14,14-01-2021,6:06:00 PM,Noite,-7.96938122535191,-35.5516869655155
20210114180911ES,M11852548,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,ALTO JOSE BONIFACIO,RECIFE,R VSC_DE SA BANDEIRA 109,ARMAZEM SHALON,11BPM,911396713,28927636,-80112316483.556,-349119088993441,2021,01,14,14-01-2021,6:09:00 PM,Noite,-8.80112316483556,-34.9119088993441
20210114181332ES,M11852555,DANO_/_D,DANO / DEPREDACAO,PAT_PUB,PATRIMONIO PUBLICO,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,14,14-01-2021,6:13:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210114181239ES,M11852552,AGRESSAO,AGRESSAO,AGR1E,FISICA SEM LESAO CORPORAL,CANDEIAS,JABOATÃƒO DOS GUARARAPES,R  ALFREDO REGIS MOTA 616,COLEGIO EVOLUÃ‡ÃƒO/,6BPM,909242200,28825513,-820596418489.574,-349220959936566,2021,01,14,14-01-2021,6:12:00 PM,Noite,-8.20596418489574,-34.9220959936566
20210114181329ES,M11852554,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,14,14-01-2021,6:13:00 PM,Noite,-8.22649844784902,-35.5294568511098
20210115003358ES,M11853302,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,ZUMBI DO PACHECO,JABOATÃƒO DOS GUARARAPES,R  VINTE E UM 6,PROX COMPESA / PROXIMO AO TERMINAL DE ONIBUS UR-11,25BPM,910286368,28360351,-811136668439.175,-34963842837294,2021,01,15,15-01-2021,12:33:00 AM,Madrugada,-8.11136668439175,-34.4963842837294
20210115013246ES,M11853361,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,VILA RICA,JABOATÃƒO DOS GUARARAPES,AV  TRES 204,PADARIA DE CLAUDIO/SUBINDO A LADEIRA DA COHAB 2,25BPM,910187768,27671764,-811997395370.898,-350263518756248,2021,01,15,15-01-2021,1:32:00 AM,Madrugada,-8.11997395370898,-35.0263518756248
20210115014857ES,M11853372,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,,,,,4CIP,900830426,-8363994,-893340823928.592,-383017194616539,2021,01,15,15-01-2021,1:48:00 AM,Madrugada,-8.93340823928592,-38.3017194616539
20210115014930ES,M11853373,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,AREIAS,RECIFE,R  ARTHUR NEVES 81,TERMINAL DE Ã”NIBUS/ ASSOCIAÃ‡ÃƒO DE DONA ZIZI DO LEITE,12BPM,910391745,28652242,-810196712447.005,-349373179601128,2021,01,15,15-01-2021,1:49:00 AM,Madrugada,-8.10196712447005,-34.9373179601128
20210115145056ES,M11853946,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,TEMPLOS,TEMPLOS RELIGIOSOS,CIDADE CRIANCA,ITAPISSUMA,R  SEVERINO PESSOA CAVALCANTE 250,LOTEAMENTO CIDADE CRIANÃ‡A DEFRONTE A ACADEMIA DA ,26BPM,913942679,29073836,-778112306870.583,-348975980656054,2021,01,15,15-01-2021,2:50:00 PM,Tarde,-7.78112306870583,-34.8975980656054
20210115145057ES,M11853947,ROUBO,ROUBO,12B,A ESTABELECIMENTO COMERCIAL,,,,,22BPM,913866444,20323990,-77837231290.872,-35690574067551,2021,01,15,15-01-2021,2:50:00 PM,Tarde,-7.77837231290872,-35.5690574067551
20210115150548ES,M11853962,PERICLIT,PERICLITACAO DA VIDA,default,,SANTO AMARO,RECIFE,AV GOV AGAMENON MAGALHAES,ANTES DO SHOPPING_PROX DO POSTO DE GASLINA_PROX IC,16BPM,911099720,29325340,-803824738529.861,-348759614852477,2021,01,15,15-01-2021,3:05:00 PM,Tarde,-8.03824738529861,-34.8759614852477
20210115150626ES,M11853964,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,SAN MARTIN,RECIFE,AV GEN SAN MARTIN,HOSPITAL GETULIO VARGAS,13BPM,910805251,28763733,-806463271885.276,-3492702656337,2021,01,15,15-01-2021,3:06:00 PM,Tarde,-8.06463271885276,-34.3492702656337
20210115151453ES,M11853969,RECEPTAC,RECEPTACAO,default,,PINA,RECIFE,R S LUIS 221,000000000000000,19BPM,910540482,29202254,-80887544875.002,-348873603018267,2021,01,15,15-01-2021,3:14:00 PM,Tarde,-8.80887544875002,-34.8873603018267
20210115201035ES,M11854440,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP8,USO,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,15,15-01-2021,8:10:00 PM,Noite,-9.10604026643426,-36.7473518189581
20210115202237ES,M11854474,DESOBEDI,DESOBEDIENCIA / DESRESPEITO / DESACATO,AUTORIDADE,A AUTORIDADE,,,,,15BPM,908755733,14916144,-824190376607.607,-361839878538653,2021,01,15,15-01-2021,8:22:00 PM,Noite,-8.24190376607607,-36.1839878538653
20210116021627ES,M11855704,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,default,,CURADO IV,JABOATÃƒO DOS GUARARAPES,AV  UM 217,TERMINAL DO Ã”NIBUS/ FARMÃCIAS MAIA E TRABALHADOR,25BPM,910785477,27999600,-806608835521.153,-349963461855454,2021,01,16,16-01-2021,2:16:00 AM,Madrugada,-8.06608835521153,-34.9963461855454
20210116145116ES,M11856539,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,SOCORRO,JABOATÃƒO DOS GUARARAPES,R  ALTO JARDIM FLORIANO 257,COMPESA ,25BPM,910358740,28057875,-810469105528.951,-349912497000456,2021,01,16,16-01-2021,2:51:00 PM,Tarde,-8.10469105528951,-34.9912497000456
20210116145800ES,M11856550,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,,,,,15BPM,908755733,14916144,-824190376607.607,-361839878538653,2021,01,16,16-01-2021,2:58:00 PM,Tarde,-8.24190376607607,-36.1839878538653
20210116151130ES,M11856571,AGRESSAO,AGRESSAO,AGR1E,FISICA SEM LESAO CORPORAL,RECIFE,RECIFE,R ME_DE DEUS 170,EM FRENTE A IGREJA MADRE DE DEUS ,16BPM,910818195,29354234,-806371098244.882,-348734576648941,2021,01,16,16-01-2021,3:11:00 PM,Tarde,-8.06371098244882,-34.8734576648941
20210121103359ES,M11867364,PRESO_PO,PRESO POR MANDADO DE PRISAO PREVENTIVA,default,,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,21,21-01-2021,10:33:00 AM,Manhã,-8.50021884520259,-37.2368407276293
20210121104558ES,M11867370,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,21,21-01-2021,10:45:00 AM,Manhã,-8.50021884520259,-37.2368407276293
20210121110255ES,M11867388,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,CAPIBARIBE,SÃƒO LOURENÃ‡O DA MATA,R  PIAUI 343,PRACINHA DO O//BARRACA DE SR LUIZ// NÂº 298,20BPM,911404053,27783022,-801007365761.349,-350157143620641,2021,01,21,21-01-2021,11:02:00 AM,Manhã,-8.01007365761349,-35.0157143620641
20210121110302ES,M11867389,CRIANCA,CRIANCA E ADOLESCENTE,CRIAD2,VITIMA,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,21,21-01-2021,11:03:00 AM,Manhã,-9.10604026643426,-36.7473518189581
20210121113440ES,M11867410,MAUS_TRA,MAUS TRATOS,MAUST3,A ANIMAIS,ARRUDA,RECIFE,AV PRF JOSE DOS ANJOS,ENTRADA DE SÃTIO NOVO SENTIDO ARRUDA ,13BPM,911222363,29181250,-802709990147.481,-348889797019913,2021,01,21,21-01-2021,11:34:00 AM,Manhã,-8.02709990147481,-34.8889797019913
20210121113041ES,M11867404,DIRECAO1,DIRECAO DE VEICULO SEM HABILITACAO,default,,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,21,21-01-2021,11:30:00 AM,Manhã,-7.68926803489769,-35.5313118657298
20210121113909ES,M11867416,MORTE,MORTE A ESCLARECER,default,,,,,,10BPM,902991326,20323990,-876632663291.361,-356972544458122,2021,01,21,21-01-2021,11:39:00 AM,Manhã,-8.76632663291361,-35.6972544458122
20210121113510ES,M11867411,DIRECAO1,DIRECAO DE VEICULO SEM HABILITACAO,default,,,,,,10CIP,904090723,25880402,-867022542891.995,-351919352274429,2021,01,21,21-01-2021,11:35:00 AM,Manhã,-8.67022542891995,-35.1919352274429
20210121113926ES,M11867417,AMEACA,AMEACA,AMEACA1,VERBAL,NOVA DESCOBERTA,RECIFE,R  CANAA 26,PRÃ“XIMO    POSTO  MÃ‰DICO DA NOVA DESCOBERTA ,11BPM,911619751,28755782,-799099561393.293,-349274005581553,2021,01,21,21-01-2021,11:39:00 AM,Manhã,-7.99099561393293,-34.9274005581553
20210121122422ES,M11867454,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,BREJO DA GUABIRABA,RECIFE,R SR_DO BONFIM,EM FRENTE A GARAGEM DA GLOBO,11BPM,911637390,28676630,-798936745069.692,-349345713886012,2021,01,21,21-01-2021,12:24:00 PM,Tarde,-7.98936745069692,-34.9345713886012
20210121144942ES,M11867588,ATRITO_V,ATRITO VERBAL,default,,CORDEIRO,RECIFE,R  GOMES TABORDA,EM FRENTE A GALERIA MALIBU CENTER ,13BPM,910918526,28778251,-80543984512.924,-349256612423234,2021,01,21,21-01-2021,2:49:00 PM,Tarde,-8.80543984512924,-34.9256612423234
20210121150040ES,M11867599,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,GAIBU,CABO DE SANTO AGOSTINHO,ROD  PE-060,EM FRENTE AO POSTO RODOVIARIO 06,18BPM,908015261,27832717,-831643692215.964,-350127411502467,2021,01,21,21-01-2021,3:00:00 PM,Tarde,-8.31643692215964,-35.0127411502467
20210121153519ES,M11867627,ROUBO,ROUBO,12G,A TRANSEUNTE,GRACAS,RECIFE,AV  RUI BARBOSA 1096,APOS O POSTO DE GASOLINA|EDF VILA DAS GRAÃ‡AS,13BPM,911049088,29035787,-804270403183.737,-349022462221448,2021,01,21,21-01-2021,3:35:00 PM,Tarde,-8.04270403183737,-34.9022462221448
20210121154422ES,M11867633,AMEACA,AMEACA,AMEACA1,VERBAL,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,21,21-01-2021,3:44:00 PM,Tarde,-7.68926803489769,-35.5313118657298
20210121160153ES,M11867650,QUEDA1,QUEDA DE FIO DE ENERGIA,default,,PIEDADE,JABOATÃƒO DOS GUARARAPES,R BR_DE AMARAGI 362,"ATACADÃƒO, INFOHOUSE",6BPM,909733820,28811653,-816151420103.615,-349231404171317,2021,01,21,21-01-2021,4:01:00 PM,Tarde,-8.16151420103615,-34.9231404171317
20210121160209ES,M11867651,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,BARRA DE JANGADA,JABOATÃƒO DOS GUARARAPES,R  INDEPENDENCIA 186,OA LADO DO SUPERMERCADO PAGUE MENOS ,6BPM,909093310,28729919,-821938273670.921,-34930835153259,2021,01,21,21-01-2021,4:02:00 PM,Tarde,-8.21938273670921,-34.4930835153259
20210121162449ES,M11867668,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,MIRUEIRA,PAULISTA,ESTR DA MIRUEIRA 95,ANTIGO BAR DO MORENINHO/PROX. AO MERCADINHO INGRID,17BPM,911842385,29083797,-797100596481.378,-348975594740168,2021,01,21,21-01-2021,4:24:00 PM,Tarde,-7.97100596481378,-34.8975594740168
20210121162533ES,M11867670,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,PONTEZINHA,CABO DE SANTO AGOSTINHO,ESTR DO CAIONCO 274,DEFRONTE AO NUMERO 7952,18BPM,908927983,28037791,-823402168512.543,-34993713583977,2021,01,21,21-01-2021,4:25:00 PM,Tarde,-8.23402168512543,-34.4993713583977
20210121171800ES,M11867733,RECEPTAC,RECEPTACAO,default,,PINA,RECIFE,R  MANUEL DE BRITO 59,PROXIMO AO 19Âº BPM,19BPM,910576214,29203990,-808552484765.241,-348871877961539,2021,01,21,21-01-2021,5:18:00 PM,Tarde,-8.08552484765241,-34.8871877961539
20210121171925ES,M11867735,PORTE,PORTE ILEGAL DE ARMA,default,,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,21,21-01-2021,5:19:00 PM,Tarde,-8.22649844784902,-35.5294568511098
20210121183240ES,M11867829,AMEACA,AMEACA,AMEACA1,VERBAL,SUCUPIRA,JABOATÃƒO DOS GUARARAPES,R  MURILO BRAGA 227,NA LADEIRA DE PEDRA,25BPM,910443314,28268071,-809713818957.385,-349721449370048,2021,01,21,21-01-2021,6:32:00 PM,Noite,-8.09713818957385,-34.9721449370048
20210121183252ES,M11867830,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,JANGA,PAULISTA,R STO ANTONIO 170,COMUNIDADE DO TURURU,17BPM,912159986,29746397,-794256296780.283,-348373406638134,2021,01,21,21-01-2021,6:32:00 PM,Noite,-7.94256296780283,-34.8373406638134
20210121180856ES,M11867801,AGRESSAO,AGRESSAO,AGR1B,POR ARMA BRANCA,AGUA FRIA,RECIFE,R  MERCURIO 117,"LADEIRA DE PEDRA, MERCADINHO LEMOS, ",13BPM,911332535,29012853,-801706942164.561,-349042070139082,2021,01,21,21-01-2021,6:08:00 PM,Noite,-8.01706942164561,-34.9042070139082
20210121190820ES,M11867870,PORTE,PORTE ILEGAL DE ARMA,default,,,,,,8BPM,911964784,-19610867,-79164321353.201,-393031708886797,2021,01,21,21-01-2021,7:08:00 PM,Noite,-7.79164321353201,-39.3031708886797
20210121200047ES,M11867944,RECEPTAC,RECEPTACAO,default,,AFOGADOS,RECIFE,AV MTO NELSON FERREIRA 155,,12BPM,910591970,28855999,-808395342746.106,-349187483912453,2021,01,21,21-01-2021,8:00:00 PM,Noite,-8.08395342746106,-34.9187483912453
20210101043120ES,M11823650,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,VEICULO,VEICULO EM VIA PUBLICA,,,,,10CIP,904090723,25880402,-867022542891.995,-351919352274429,2021,01,01,01-01-2021,4:31:00 AM,Madrugada,-8.67022542891995,-35.1919352274429
20210102225053ES,M11830211,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,IPUTINGA,RECIFE,R  CEZARIA CAMPELLO 72,PROX. A PADARIA SÃƒO MATEUS // ACADEMIA L FIT,13BPM,911137869,28660552,-803451891385.239,-349362429629154,2021,01,02,02-01-2021,10:50:00 PM,Noite,-8.03451891385239,-34.9362429629154
20210106055311ES,M11836376,AGRESSAO,AGRESSAO,AGR1B,AGRESSAO,,,,,4CIP,900830426,-8363994,-893340823928.592,-383017194616539,2021,01,06,06-01-2021,5:53:00 AM,Madrugada,-8.93340823928592,-38.3017194616539
20210108124106ES,M11839258,DIRECAO1,DIRECAO DE VEICULO SEM HABILITACAO,default,,,,,,9CIP,914780319,-32624034,-764450276670.007,-404706865367968,2021,01,08,08-01-2021,12:41:00 PM,Tarde,-7.64450276670007,-40.4706865367968
20210108124011ES,M11839255,ACIDENT1,ACIDENTE DE TRANSITO COM VEICS OFICIAIS,TRAN10C,SEM VITIMA,IPUTINGA,RECIFE,AV  CAXANGA,DENTRO DO ESTACIONAMENBIG BOMPREÃ‡O,13BPM,911075098,28630169,-804018060755.605,-349390256470454,2021,01,08,08-01-2021,12:40:00 PM,Tarde,-8.04018060755605,-34.9390256470454
20210101024220ES,M11823154,CRIANCA,CRIANCA E ADOLESCENTE,CRIAD2,VITIMA,MACAXEIRA,RECIFE,R  LUIZ RODRIGUES DE MELO 380,NÂº165/NO BOLO DE NOIVA/BCA D SPORT/SUBIDA DO BAMBU,11BPM,911438616,28755053,-800737058043.205,-349275436070027,2021,01,01,01-01-2021,2:42:00 AM,Madrugada,-8.00737058043205,-34.9275436070027
20210101110427ES,M11825217,ROUBO,ROUBO,12G,A TRANSEUNTE,CENTRO(CABO),CABO DE SANTO AGOSTINHO,ROD  BR-101,PRÃ“XIMO AO HOSPITAL DON HELDR ,18BPM,908103074,27003800,-830811120765.983,-350879293972512,2021,01,01,01-01-2021,11:04:00 AM,Manhã,-8.30811120765983,-35.0879293972512
20210101205640ES,M11827280,RECEPTAC,RECEPTACAO,default,,,,,,9BPM,899128580,8795176,-910604026549.867,-367473519097688,2021,01,01,01-01-2021,8:56:00 PM,Noite,-9.10604026549867,-36.7473519097688
20210101205729ES,M11827283,AGRESSAO,AGRESSAO,AGR1F,OUTRAS,,,,,22BPM,913866444,20323990,-77837231290.872,-35690574067551,2021,01,01,01-01-2021,8:57:00 PM,Noite,-7.77837231290872,-35.5690574067551
20210102142023ES,M11828656,ASSISTEN,ASSISTENCIA (PM / PC / BM),AMSDS1,A POLICIAL MILITAR,JARDIM SAO PAULO,RECIFE,AV  RECIFE,,12BPM,910687414,28664140,-807524293146.723,-349361110576892,2021,01,02,02-01-2021,2:20:00 PM,Tarde,-8.07524293146723,-34.9361110576892
20210102145638ES,M11828710,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,JORDAO ALTO,RECIFE,R  CATOLE DA ROCHA 161,PROX BAR DE FABIOLA/ BOTA VELHA ,19BPM,910080201,28582523,-813010132907.105,-349437779137509,2021,01,02,02-01-2021,2:56:00 PM,Tarde,-8.13010132907105,-34.9437779137509
20210102214556ES,M11829862,ATO_OBSC,ATO OBSCENO,default,,BREJO DA GUABIRABA,RECIFE,R  ALEXANDRINA 33,SUBIDA DO ALTO DAS PEDRINHAS // DELEGACIA MACAXEIRA,11BPM,911625108,28690469,-799048365731.256,-349333215549348,2021,01,02,02-01-2021,9:45:00 PM,Noite,-7.99048365731256,-34.9333215549348
20210102214623ES,M11829864,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,CAJUEIRO SECO,JABOATÃƒO DOS GUARARAPES,R NS_DE FATIMA 198,PX A PADARIA PAN LUIZA/BAR DE MAURICIO ,6BPM,909553918,28671661,-817771726510.488,-349359201123584,2021,01,02,02-01-2021,9:46:00 PM,Noite,-8.17771726510488,-34.9359201123584
20210103144251ES,M11831683,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,CONCEICAO,MORENO,R  ANTONIO REGO ARAUJO 130,ISAMEL DO BAR / SEM MAIS ,25BPM,910141471,26980305,-812384172950.499,-350890973044118,2021,01,03,03-01-2021,2:42:00 PM,Tarde,-8.12384172950499,-35.0890973044118
20210103144854ES,M11831696,ROUBO,ROUBO,12F,DE VEICULO,,,,,23BPM,914126651,-1039928,-774358422564.402,-376238668776184,2021,01,03,03-01-2021,2:48:00 PM,Tarde,-7.74358422564402,-37.6238668776184
20210103231257ES,M11833275,APOIO_PO,APOIO POLICIAL (PM-PC-BM),PM_VITIMA,POLICIAL MILITAR / VITIMA,NOVA DESCOBERTA,RECIFE,R VER OTACILIO AZEVEDO 1265,SEGUIRÃ PARA UPA DE NPVA DESCOBERTA,11BPM,911627550,28732705,-799028079065.514,-349294901156658,2021,01,03,03-01-2021,11:12:00 PM,Noite,-7.99028079065514,-34.9294901156658
20210103232002ES,M11833301,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,COHAB,CABO DE SANTO AGOSTINHO,R  QUATORZE 56,APOS POSTO MEDICO,18BPM,908822096,28177589,-824365664767.621,-349810756591953,2021,01,03,03-01-2021,11:20:00 PM,Noite,-8.24365664767621,-34.9810756591953
20210104164720ES,M11834325,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,04,04-01-2021,4:47:00 PM,Tarde,-9.32487779559662,-40.5196421179546
20210104164729ES,M11834326,IRREGULA,IRREGULARIDADE NA DOCUMENTACAO,default,,PINA,RECIFE,R  JOAO MARQUES DOS ANJOS,PARQUE DAS ESCULTURAS_PROX A MARÃ‰,19BPM,910702660,29353702,-807415584694.262,-348735540425387,2021,01,04,04-01-2021,4:47:00 PM,Tarde,-8.07415584694262,-34.8735540425387
20210104173617ES,M11834386,FURTO,FURTO,11B,A ESTABELECIMENTO COMERCIAL,ESPINHEIRO,RECIFE,R BR_DE ITAMARACA 43,MERCADO SOBERANO / HAPVIDA ,13BPM,911054182,29124404,-804228065666.343,-348942061862731,2021,01,04,04-01-2021,5:36:00 PM,Tarde,-8.04228065666343,-34.8942061862731
20210105124354ES,M11835405,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,FRAGOSO,PAULISTA,R  AGAMENON MAGALHAES 121,PAN ZEZO,17BPM,911904785,29425050,-79655051518.488,-348665860856292,2021,01,05,05-01-2021,12:43:00 PM,Tarde,-7.79655051518488,-34.8665860856292
20210105125139ES,M11835412,AMEACA,AMEACA,AMEACA1,VERBAL,CORDEIRO,RECIFE,AV  CAXANGA 2191,LIVRARIA E PAPELARIA CAXANGÃ AO LADO CASA LOTÃ‰RICA ,13BPM,911000881,28768227,-804694899862.514,-349265352781131,2021,01,05,05-01-2021,12:51:00 PM,Tarde,-8.04694899862514,-34.9265352781131
